Beam_Name,Applied Force Vertical,Applied Force Horizontal,Length,Gamma_M,Steel Class
120  x  60 x 6.3,95,5,1,1.15,355
,,,,,
400  x  400 x 12,72,95,11,1.15,355
,,,,,
200  x  200 x 5,46,68,3,1.15,355
,,,,,
350  x  150 x 6.3,28,6,9,1.15,355
,,,,,
400  x  400 x 6.3,84,64,9,1.15,355
,,,,,
300  x  300 x 8,47,97,6,1.15,355
,,,,,
500  x  300 x 8,33,5,19,1.15,355
,,,,,
120  x  120 x 3,24,65,1,1.15,355
,,,,,
300  x  300 x 6,64,49,6,1.15,355
,,,,,
500  x  300 x 14.2,85,1,15,1.15,355
,,,,,
500  x  300 x 14.2,37,20,21,1.15,355
,,,,,
250  x  250 x 6,43,55,5,1.15,355
,,,,,
300  x  200 x 5,100,4,4,1.15,355
,,,,,
350  x  350 x 8,80,31,8,1.15,355
,,,,,
250  x  250 x 8,38,67,5,1.15,355
,,,,,
300  x  200 x 5,57,31,5,1.15,355
,,,,,
180  x  180 x 6,62,55,3,1.15,355
,,,,,
350  x  350 x 8,19,22,15,1.15,355
,,,,,
120  x  120 x 3,71,67,1,1.15,355
,,,,,
350  x  350 x 6,91,22,7,1.15,355
,,,,,
120  x  80 x 4,75,43,1,1.15,355
,,,,,
400  x  400 x 12,63,93,11,1.15,355
,,,,,
120  x  120 x 4,7,5,4,1.15,355
,,,,,
300  x  300 x 6,23,52,7,1.15,355
,,,,,
250  x  150 x 5,91,44,3,1.15,355
,,,,,
450  x  250 x 10,43,12,15,1.15,355
,,,,,
300  x  300 x 6,7,22,10,1.15,355
,,,,,
200  x  200 x 10,57,72,4,1.15,355
,,,,,
180  x  180 x 6,41,63,3,1.15,355
,,,,,
350  x  350 x 6,57,63,8,1.15,355
,,,,,
300  x  300 x 8,33,29,10,1.15,355
,,,,,
160  x  160 x 6,36,39,3,1.15,355
,,,,,
400  x  300 x 14.2,98,52,11,1.15,355
,,,,,
300  x  300 x 6,34,31,9,1.15,355
,,,,,
300  x  300 x 6.3,20,80,6,1.15,355
,,,,,
400  x  400 x 12,10,97,11,1.15,355
,,,,,
400  x  400 x 12,15,28,21,1.15,355
,,,,,
400  x  400 x 12,44,90,11,1.15,355
,,,,,
400  x  300 x 14.2,83,48,12,1.15,355
,,,,,
250  x  150 x 5,16,5,7,1.15,355
,,,,,
400  x  400 x 6,32,76,9,1.15,355
,,,,,
300  x  300 x 6,60,96,5,1.15,355
,,,,,
500  x  200 x 12.5,50,9,16,1.15,355
,,,,,
400  x  400 x 12,32,96,11,1.15,355
,,,,,
500  x  300 x 14.2,95,53,13,1.15,355
,,,,,
500  x  300 x 10,70,24,14,1.15,355
,,,,,
400  x  200 x 8,62,10,9,1.15,355
,,,,,
400  x  400 x 6,24,49,11,1.15,355
,,,,,
400  x  400 x 10,8,37,17,1.15,355
,,,,,
120  x  120 x 3,66,72,1,1.15,355
,,,,,
500  x  300 x 10,21,8,25,1.15,355
,,,,,
350  x  150 x 6.3,22,6,10,1.15,355
,,,,,
350  x  350 x 8,53,61,9,1.15,355
,,,,,
300  x  300 x 6,5,5,23,1.15,355
,,,,,
200  x  100 x 5,15,2,5,1.15,355
,,,,,
80  x  80 x 3.5,9,26,1,1.15,355
,,,,,
200  x  200 x 8,53,50,4,1.15,355
,,,,,
250  x  250 x 6,12,13,11,1.15,355
,,,,,
500  x  300 x 17.5,54,22,21,1.15,355
,,,,,
400  x  400 x 10,16,38,16,1.15,355
,,,,,
400  x  400 x 8,18,95,9,1.15,355
,,,,,
350  x  150 x 5,81,16,5,1.15,355
,,,,,
350  x  150 x 6.3,46,8,7,1.15,355
,,,,,
140  x  140 x 4,15,44,2,1.15,355
,,,,,
200  x  200 x 10,70,60,4,1.15,355
,,,,,
350  x  350 x 6,69,58,8,1.15,355
,,,,,
400  x  400 x 10,27,42,15,1.15,355
,,,,,
500  x  300 x 8,94,51,10,1.15,355
,,,,,
350  x  350 x 8,96,48,7,1.15,355
,,,,,
300  x  300 x 6,23,36,8,1.15,355
,,,,,
250  x  150 x 5,46,20,4,1.15,355
,,,,,
250  x  250 x 6,55,43,5,1.15,355
,,,,,
400  x  400 x 8,44,29,13,1.15,355
,,,,,
500  x  300 x 12.5,47,22,19,1.15,355
,,,,,
250  x  150 x 6.3,63,16,4,1.15,355
,,,,,
160  x  160 x  5,79,45,2,1.15,355
,,,,,
350  x  350 x 8,10,54,10,1.15,355
,,,,,
500  x  300 x 12.5,92,43,13,1.15,355
,,,,,
180  x  180 x 5,4,19,5,1.15,355
,,,,,
180  x  180 x 6,1,32,4,1.15,355
,,,,,
160  x  160 x  5,79,82,2,1.15,355
,,,,,
250  x  250 x 8,77,71,5,1.15,355
,,,,,
400  x  400 x 12,43,33,16,1.15,355
,,,,,
120  x  120 x 4,12,9,3,1.15,355
,,,,,
200  x  120 x 5,91,44,2,1.15,355
,,,,,
400  x  400 x 6,59,81,9,1.15,355
,,,,,
400  x  400 x 8,78,35,10,1.15,355
,,,,,
350  x  250 x 6.3,94,4,6,1.15,355
,,,,,
250  x  250 x 6,53,78,4,1.15,355
,,,,,
250  x  150 x 5,83,31,3,1.15,355
,,,,,
400  x  400 x 6,83,38,9,1.15,355
,,,,,
120  x  120 x 3,55,76,1,1.15,355
,,,,,
180  x  180 x 5,37,51,3,1.15,355
,,,,,
160  x  160 x 6,6,84,2,1.15,355
,,,,,
300  x  100 x 6.3,82,10,4,1.15,355
,,,,,
350  x  350 x 8,3,12,21,1.15,355
,,,,,
160  x  160 x  5,74,77,2,1.15,355
,,,,,
350  x  150 x 6.3,96,10,5,1.15,355
,,,,,
400  x  400 x 8,37,34,15,1.15,355
,,,,,
160  x  160 x 6,14,89,2,1.15,355
,,,,,
500  x  300 x 14.2,36,17,23,1.15,355
,,,,,
400  x  400 x 6,17,77,9,1.15,355
,,,,,
400  x  400 x 10,24,22,20,1.15,355
,,,,,
400  x  400 x 6,17,44,12,1.15,355
,,,,,
250  x  250 x 6,92,86,4,1.15,355
,,,,,
350  x  350 x 8,34,10,13,1.15,355
,,,,,
300  x  300 x 6,53,87,5,1.15,355
,,,,,
250  x  250 x 8,31,48,6,1.15,355
,,,,,
350  x  150 x 6.3,46,2,7,1.15,355
,,,,,
200  x  200 x 5,67,38,3,1.15,355
,,,,,
350  x  350 x 6,85,54,7,1.15,355
,,,,,
100  x  100 x 4,34,56,1,1.15,355
,,,,,
400  x  400 x 6,76,94,8,1.15,355
,,,,,
400  x  400 x 12,30,32,19,1.15,355
,,,,,
350  x  350 x 6.3,54,93,7,1.15,355
,,,,,
250  x  250 x 8,9,28,8,1.15,355
,,,,,
200  x  100 x 5,38,4,3,1.15,355
,,,,,
300  x  300 x 6,40,92,5,1.15,355
,,,,,
400  x  400 x 6,12,63,10,1.15,355
,,,,,
350  x  350 x 6,40,78,7,1.15,355
,,,,,
400  x  400 x 6.3,25,58,11,1.15,355
,,,,,
300  x  300 x 6.3,11,4,16,1.15,355
,,,,,
400  x  400 x 10,92,77,10,1.15,355
,,,,,
400  x  400 x 12.5,45,57,15,1.15,355
,,,,,
160  x  160 x 4,60,53,2,1.15,355
,,,,,
350  x  350 x 6,54,65,8,1.15,355
,,,,,
250  x  150 x 5,93,44,3,1.15,355
,,,,,
400  x  400 x 10,50,94,10,1.15,355
,,,,,
500  x  300 x 14.2,76,5,16,1.15,355
,,,,,
400  x  400 x 10,70,48,12,1.15,355
,,,,,
150  x  150 x 4,46,56,2,1.15,355
,,,,,
500  x  200 x 12.5,65,2,14,1.15,355
,,,,,
400  x  400 x 12,16,77,12,1.15,355
,,,,,
500  x  300 x 14.2,80,5,16,1.15,355
,,,,,
300  x  300 x 8,7,30,10,1.15,355
,,,,,
500  x  200 x 10,86,4,11,1.15,355
,,,,,
200  x  200 x 8,12,61,4,1.15,355
,,,,,
500  x  200 x 8,76,12,11,1.15,355
,,,,,
450  x  250 x 8,75,29,10,1.15,355
,,,,,
200  x  200 x 8,96,99,3,1.15,355
,,,,,
200  x  120 x 5,89,41,2,1.15,355
,,,,,
350  x  350 x 6,60,88,7,1.15,355
,,,,,
400  x  400 x 8,17,88,9,1.15,355
,,,,,
400  x  400 x 8,42,52,12,1.15,355
,,,,,
250  x  150 x 5,28,17,5,1.15,355
,,,,,
400  x  400 x 6.3,14,30,15,1.15,355
,,,,,
450  x  250 x 12.5,63,4,14,1.15,355
,,,,,
200  x  200 x 5,37,31,4,1.15,355
,,,,,
400  x  400 x 6,96,83,8,1.15,355
,,,,,
300  x  300 x 8,38,36,9,1.15,355
,,,,,
400  x  300 x 10,52,27,13,1.15,355
,,,,,
160  x  160 x 4,58,25,2,1.15,355
,,,,,
300  x  300 x 8,33,91,6,1.15,355
,,,,,
400  x  400 x 8,13,32,16,1.15,355
,,,,,
160  x  160 x  5,71,78,2,1.15,355
,,,,,
350  x  250 x 6.3,74,28,7,1.15,355
,,,,,
250  x  250 x 8,56,69,5,1.15,355
,,,,,
350  x  350 x 6,81,79,7,1.15,355
,,,,,
350  x  250 x 6.3,68,35,7,1.15,355
,,,,,
200  x  200 x 10,44,70,4,1.15,355
,,,,,
300  x  300 x 8,54,81,6,1.15,355
,,,,,
350  x  350 x 8,82,82,8,1.15,355
,,,,,
500  x  300 x 8,52,18,15,1.15,355
,,,,,
160  x  160 x  5,11,36,3,1.15,355
,,,,,
300  x  300 x 6,16,52,7,1.15,355
,,,,,
250  x  250 x 8,26,19,8,1.15,355
,,,,,
400  x  400 x 10,74,78,11,1.15,355
,,,,,
300  x  300 x 6,5,23,11,1.15,355
,,,,,
180  x  180 x 6,47,61,3,1.15,355
,,,,,
250  x  150 x 5,58,2,4,1.15,355
,,,,,
400  x  400 x 10,41,77,11,1.15,355
,,,,,
500  x  300 x 12.5,77,33,15,1.15,355
,,,,,
400  x  400 x 8,11,42,14,1.15,355
,,,,,
400  x  400 x 10,52,47,14,1.15,355
,,,,,
200  x  200 x 10,13,65,4,1.15,355
,,,,,
140  x  140 x 4,39,26,2,1.15,355
,,,,,
400  x  400 x 8,75,40,10,1.15,355
,,,,,
500  x  300 x 8,36,19,17,1.15,355
,,,,,
350  x  250 x 6.3,70,7,7,1.15,355
,,,,,
350  x  150 x 6.3,62,9,6,1.15,355
,,,,,
400  x  400 x 8,15,60,11,1.15,355
,,,,,
500  x  300 x 14.2,60,15,18,1.15,355
,,,,,
500  x  300 x 10,66,22,15,1.15,355
,,,,,
400  x  400 x 10,57,47,13,1.15,355
,,,,,
500  x  300 x 12.5,79,12,15,1.15,355
,,,,,
200  x  200 x 5,24,73,3,1.15,355
,,,,,
350  x  350 x 8,54,40,10,1.15,355
,,,,,
400  x  200 x 6.3,86,26,7,1.15,355
,,,,,
300  x  300 x 6.3,44,38,8,1.15,355
,,,,,
400  x  400 x 6.3,27,86,9,1.15,355
,,,,,
300  x  300 x 6,23,8,10,1.15,355
,,,,,
120  x  80 x 4,77,42,1,1.15,355
,,,,,
180  x  180 x 6,55,42,3,1.15,355
,,,,,
200  x  100 x 5,45,12,3,1.15,355
,,,,,
250  x  250 x 6,32,86,4,1.15,355
,,,,,
500  x  200 x 14.2,55,6,17,1.15,355
,,,,,
400  x  400 x 10,6,85,11,1.15,355
,,,,,
500  x  300 x 8,59,26,13,1.15,355
,,,,,
140  x  140 x 4,9,41,2,1.15,355
,,,,,
500  x  300 x 10,52,1,17,1.15,355
,,,,,
300  x  200 x 5,97,45,4,1.15,355
,,,,,
350  x  350 x 6,49,26,9,1.15,355
,,,,,
400  x  400 x 10,37,84,11,1.15,355
,,,,,
400  x  400 x 10,31,52,14,1.15,355
,,,,,
350  x  350 x 6,52,84,7,1.15,355
,,,,,
120  x  120 x 4,72,96,1,1.15,355
,,,,,
160  x  160 x  5,14,20,4,1.15,355
,,,,,
250  x  150 x 5,85,44,3,1.15,355
,,,,,
250  x  250 x 8,2,19,10,1.15,355
,,,,,
400  x  400 x 12,10,79,12,1.15,355
,,,,,
400  x  400 x 10,51,31,14,1.15,355
,,,,,
450  x  250 x 8,55,2,12,1.15,355
,,,,,
120  x  60 x 6.3,95,23,1,1.15,355
,,,,,
300  x  300 x 6,19,51,7,1.15,355
,,,,,
400  x  400 x 8,20,78,10,1.15,355
,,,,,
350  x  150 x 8,67,7,7,1.15,355
,,,,,
160  x  160 x 4,63,23,2,1.15,355
,,,,,
120  x  120 x 3,72,7,1,1.15,355
,,,,,
250  x  250 x 6,48,79,4,1.15,355
,,,,,
350  x  350 x 8,35,59,9,1.15,355
,,,,,
400  x  400 x 10,45,28,15,1.15,355
,,,,,
400  x  400 x 8,14,59,12,1.15,355
,,,,,
350  x  350 x 8,31,97,7,1.15,355
,,,,,
160  x  160 x 6,20,21,4,1.15,355
,,,,,
100  x  50 x 3.2,29,6,1,1.15,355
,,,,,
200  x  200 x 8,28,36,5,1.15,355
,,,,,
500  x  300 x 10,48,18,17,1.15,355
,,,,,
200  x  200 x 8,33,94,3,1.15,355
,,,,,
450  x  250 x 8,62,12,11,1.15,355
,,,,,
250  x  150 x 5,81,46,3,1.15,355
,,,,,
160  x  160 x 4,19,28,3,1.15,355
,,,,,
300  x  300 x 6.3,22,79,6,1.15,355
,,,,,
450  x  250 x 8,26,7,17,1.15,355
,,,,,
300  x  300 x 6,13,4,14,1.15,355
,,,,,
300  x  300 x 8,40,99,6,1.15,355
,,,,,
200  x  200 x 8,37,25,5,1.15,355
,,,,,
400  x  400 x 12,49,58,14,1.15,355
,,,,,
300  x  300 x 8,66,53,7,1.15,355
,,,,,
450  x  250 x 16,47,18,18,1.15,355
,,,,,
350  x  350 x 6,89,50,7,1.15,355
,,,,,
400  x  300 x 17.5,68,40,14,1.15,355
,,,,,
450  x  250 x 8,55,16,12,1.15,355
,,,,,
100  x  100 x 3,49,8,1,1.15,355
,,,,,
350  x  250 x 6.3,13,7,15,1.15,355
,,,,,
200  x  200 x 10,18,17,8,1.15,355
,,,,,
500  x  300 x 16,69,6,18,1.15,355
,,,,,
250  x  250 x 8,20,21,9,1.15,355
,,,,,
350  x  350 x 6,79,76,7,1.15,355
,,,,,
400  x  200 x 8,15,5,19,1.15,355
,,,,,
120  x  120 x 3,10,74,1,1.15,355
,,,,,
250  x  250 x 8,28,21,8,1.15,355
,,,,,
350  x  350 x 6,7,100,6,1.15,355
,,,,,
350  x  350 x 8,86,86,8,1.15,355
,,,,,
250  x  250 x 6,1,84,4,1.15,355
,,,,,
350  x  350 x 6,3,14,17,1.15,355
,,,,,
120  x  120 x 3,83,80,1,1.15,355
,,,,,
500  x  300 x 16,36,14,24,1.15,355
,,,,,
250  x  150 x 5,37,2,5,1.15,355
,,,,,
350  x  350 x 8,37,99,7,1.15,355
,,,,,
350  x  350 x 8,68,5,9,1.15,355
,,,,,
350  x  250 x 6.3,65,35,7,1.15,355
,,,,,
500  x  300 x 16,32,19,23,1.15,355
,,,,,
450  x  250 x 8,45,5,13,1.15,355
,,,,,
350  x  150 x 8,89,14,6,1.15,355
,,,,,
400  x  400 x 6,79,71,9,1.15,355
,,,,,
250  x  250 x 8,32,40,7,1.15,355
,,,,,
300  x  300 x 6,71,33,6,1.15,355
,,,,,
300  x  300 x 8,16,46,8,1.15,355
,,,,,
300  x  200 x 5,47,3,6,1.15,355
,,,,,
500  x  200 x 10,80,7,12,1.15,355
,,,,,
300  x  300 x 6,77,7,6,1.15,355
,,,,,
450  x  250 x 10,71,5,12,1.15,355
,,,,,
250  x  250 x 6,57,59,5,1.15,355
,,,,,
160  x  80 x 4,10,3,4,1.15,355
,,,,,
350  x  150 x 8,49,6,8,1.15,355
,,,,,
250  x  250 x 6,61,81,4,1.15,355
,,,,,
400  x  400 x 8,1,95,9,1.15,355
,,,,,
250  x  150 x 5,90,7,3,1.15,355
,,,,,
160  x  160 x  5,67,70,2,1.15,355
,,,,,
400  x  400 x 6,12,23,17,1.15,355
,,,,,
400  x  400 x 10,87,89,10,1.15,355
,,,,,
300  x  200 x 5,87,51,4,1.15,355
,,,,,
300  x  300 x 6,17,81,5,1.15,355
,,,,,
200  x  200 x 10,2,31,6,1.15,355
,,,,,
400  x  400 x 10,51,30,14,1.15,355
,,,,,
120  x  120 x 4,97,68,1,1.15,355
,,,,,
400  x  400 x 6,93,25,8,1.15,355
,,,,,
300  x  200 x 6.3,52,29,6,1.15,355
,,,,,
400  x  400 x 6.3,84,33,9,1.15,355
,,,,,
350  x  350 x 6,84,32,7,1.15,355
,,,,,
400  x  400 x 10,49,62,13,1.15,355
,,,,,
400  x  400 x 12,88,91,11,1.15,355
,,,,,
300  x  300 x 8,18,16,13,1.15,355
,,,,,
300  x  300 x 6,71,94,5,1.15,355
,,,,,
500  x  300 x 8,26,10,20,1.15,355
,,,,,
400  x  400 x 6,100,92,8,1.15,355
,,,,,
200  x  200 x 8,8,34,5,1.15,355
,,,,,
100  x  100 x 4,23,61,1,1.15,355
,,,,,
120  x  120 x 3,67,52,1,1.15,355
,,,,,
200  x  200 x 5,5,12,7,1.15,355
,,,,,
300  x  300 x 6,6,96,5,1.15,355
,,,,,
300  x  200 x 6.3,54,30,6,1.15,355
,,,,,
500  x  200 x 10,74,10,12,1.15,355
,,,,,
500  x  300 x 14.2,33,20,21,1.15,355
,,,,,
140  x  140 x 4,11,18,3,1.15,355
,,,,,
400  x  200 x 6.3,60,4,8,1.15,355
,,,,,
160  x  160 x 6,73,95,2,1.15,355
,,,,,
160  x  160 x  5,78,66,2,1.15,355
,,,,,
200  x  200 x 10,73,63,4,1.15,355
,,,,,
400  x  400 x 6,19,11,18,1.15,355
,,,,,
350  x  350 x 8,6,23,15,1.15,355
,,,,,
500  x  300 x 17.5,72,19,18,1.15,355
,,,,,
400  x  400 x 8,19,63,11,1.15,355
,,,,,
250  x  150 x 8,76,40,4,1.15,355
,,,,,
160  x  160 x 6,50,86,2,1.15,355
,,,,,
250  x  250 x 8,52,69,5,1.15,355
,,,,,
300  x  300 x 6,76,60,6,1.15,355
,,,,,
400  x  400 x 12,20,15,24,1.15,355
,,,,,
180  x  180 x 5,52,52,3,1.15,355
,,,,,
350  x  250 x 6.3,25,4,12,1.15,355
,,,,,
400  x  400 x 10,29,80,11,1.15,355
,,,,,
400  x  400 x 10,23,50,14,1.15,355
,,,,,
450  x  250 x 8,19,8,20,1.15,355
,,,,,
450  x  250 x 8,80,30,10,1.15,355
,,,,,
120  x  120 x 3,17,17,2,1.15,355
,,,,,
450  x  250 x 16,78,21,14,1.15,355
,,,,,
500  x  300 x 16,46,8,22,1.15,355
,,,,,
250  x  250 x 6,45,86,4,1.15,355
,,,,,
300  x  300 x 6,6,13,13,1.15,355
,,,,,
120  x  120 x 5,33,20,2,1.15,355
,,,,,
350  x  350 x 8,90,11,8,1.15,355
,,,,,
300  x  200 x 5,61,17,5,1.15,355
,,,,,
400  x  400 x 8,3,90,9,1.15,355
,,,,,
160  x  160 x 6,87,87,2,1.15,355
,,,,,
450  x  250 x 10,99,41,10,1.15,355
,,,,,
500  x  200 x 8,72,15,11,1.15,355
,,,,,
300  x  300 x 8,6,15,14,1.15,355
,,,,,
160  x  160 x  5,28,31,3,1.15,355
,,,,,
300  x  200 x 5,61,15,5,1.15,355
,,,,,
350  x  350 x 8,60,87,8,1.15,355
,,,,,
350  x  250 x 6.3,36,4,10,1.15,355
,,,,,
400  x  300 x 14.2,79,39,12,1.15,355
,,,,,
350  x  350 x 6,57,66,8,1.15,355
,,,,,
300  x  300 x 6,61,53,6,1.15,355
,,,,,
400  x  400 x 6,77,41,9,1.15,355
,,,,,
250  x  250 x 6,25,32,7,1.15,355
,,,,,
200  x  200 x 8,46,59,4,1.15,355
,,,,,
250  x  250 x 6,37,79,4,1.15,355
,,,,,
400  x  400 x 10,65,78,11,1.15,355
,,,,,
400  x  400 x 6,14,78,9,1.15,355
,,,,,
100  x  100 x 4,2,7,3,1.15,355
,,,,,
500  x  300 x 8,32,11,19,1.15,355
,,,,,
250  x  150 x 6.3,71,27,4,1.15,355
,,,,,
400  x  400 x 10,10,75,11,1.15,355
,,,,,
200  x  100 x 4,72,9,2,1.15,355
,,,,,
200  x  150  x 5,60,30,3,1.15,355
,,,,,
400  x  400 x 12.5,6,56,15,1.15,355
,,,,,
200  x  200 x 10,26,64,4,1.15,355
,,,,,
500  x  300 x 12.5,99,18,13,1.15,355
,,,,,
300  x  300 x 8,46,65,7,1.15,355
,,,,,
300  x  300 x 6,68,98,5,1.15,355
,,,,,
300  x  300 x 6,16,93,5,1.15,355
,,,,,
500  x  300 x 16,37,15,24,1.15,355
,,,,,
500  x  300 x 8,62,29,12,1.15,355
,,,,,
250  x  250 x 8,9,52,6,1.15,355
,,,,,
450  x  250 x 16,91,32,13,1.15,355
,,,,,
400  x  400 x 8,36,66,11,1.15,355
,,,,,
200  x  200 x 6,15,82,3,1.15,355
,,,,,
400  x  400 x 8,56,71,10,1.15,355
,,,,,
200  x  200 x 8,95,70,3,1.15,355
,,,,,
500  x  300 x 17.5,53,16,21,1.15,355
,,,,,
300  x  300 x 8,6,90,6,1.15,355
,,,,,
250  x  250 x 6,15,93,4,1.15,355
,,,,,
350  x  350 x 8,36,77,8,1.15,355
,,,,,
350  x  350 x 8,90,22,8,1.15,355
,,,,,
450  x  250 x 8,67,27,11,1.15,355
,,,,,
400  x  400 x 10,70,91,10,1.15,355
,,,,,
300  x  200 x 6.3,76,42,5,1.15,355
,,,,,
350  x  350 x 8,64,74,8,1.15,355
,,,,,
400  x  400 x 12,59,68,13,1.15,355
,,,,,
120  x  120 x 4,23,23,2,1.15,355
,,,,,
300  x  300 x 6,24,20,10,1.15,355
,,,,,
400  x  400 x 8,58,82,10,1.15,355
,,,,,
160  x  160 x 4,1,1,16,1.15,355
,,,,,
200  x  200 x 6,4,29,5,1.15,355
,,,,,
300  x  300 x 6,2,22,11,1.15,355
,,,,,
300  x  200 x 6.3,15,6,11,1.15,355
,,,,,
160  x  160 x 4,2,4,8,1.15,355
,,,,,
500  x  300 x 16,73,10,17,1.15,355
,,,,,
300  x  300 x 6,77,95,5,1.15,355
,,,,,
400  x  400 x 10,4,20,23,1.15,355
,,,,,
300  x  100 x 6.3,83,4,4,1.15,355
,,,,,
400  x  400 x 12,21,23,23,1.15,355
,,,,,
400  x  400 x 8,36,33,14,1.15,355
,,,,,
300  x  200 x 5,87,44,4,1.15,355
,,,,,
250  x  100 x 10,76,18,4,1.15,355
,,,,,
160  x  160 x 6,2,91,2,1.15,355
,,,,,
500  x  300 x 10,82,39,13,1.15,355
,,,,,
350  x  350 x 6,3,100,6,1.15,355
,,,,,
400  x  400 x 10,85,85,11,1.15,355
,,,,,
120  x  120 x 3,66,61,1,1.15,355
,,,,,
250  x  150 x 5,92,36,3,1.15,355
,,,,,
400  x  400 x 6,31,64,10,1.15,355
,,,,,
300  x  300 x 6,8,8,17,1.15,355
,,,,,
400  x  300 x 14.2,91,51,11,1.15,355
,,,,,
200  x  200 x 6,65,83,3,1.15,355
,,,,,
450  x  250 x 10,59,15,13,1.15,355
,,,,,
300  x  300 x 8,22,49,8,1.15,355
,,,,,
400  x  400 x 6,13,67,10,1.15,355
,,,,,
400  x  400 x 12.5,22,44,17,1.15,355
,,,,,
400  x  400 x 6,35,80,9,1.15,355
,,,,,
300  x  300 x 8,69,70,7,1.15,355
,,,,,
500  x  300 x 10,92,33,12,1.15,355
,,,,,
300  x  100 x 6.3,50,2,5,1.15,355
,,,,,
400  x  400 x 6,33,14,14,1.15,355
,,,,,
300  x  300 x 8,21,27,11,1.15,355
,,,,,
350  x  350 x 6.3,6,94,7,1.15,355
,,,,,
400  x  400 x 8,91,46,9,1.15,355
,,,,,
400  x  400 x 8,86,71,10,1.15,355
,,,,,
500  x  300 x 10,75,15,14,1.15,355
,,,,,
400  x  400 x 10,88,78,10,1.15,355
,,,,,
250  x  150 x 6.3,72,22,4,1.15,355
,,,,,
250  x  250 x 6,21,83,4,1.15,355
,,,,,
120  x  80 x 3.6,67,16,1,1.15,355
,,,,,
180  x  180 x 5,2,16,5,1.15,355
,,,,,
120  x  80 x 4,79,39,1,1.15,355
,,,,,
300  x  200 x 6.3,37,14,7,1.15,355
,,,,,
400  x  400 x 8,11,27,18,1.15,355
,,,,,
350  x  350 x 8,100,90,7,1.15,355
,,,,,
200  x  200 x 8,40,99,3,1.15,355
,,,,,
200  x  200 x 6,18,75,3,1.15,355
,,,,,
250  x  150 x 5,31,13,5,1.15,355
,,,,,
200  x  200 x 5,26,41,4,1.15,355
,,,,,
400  x  400 x 10,16,47,14,1.15,355
,,,,,
200  x  200 x 6,14,27,5,1.15,355
,,,,,
350  x  350 x 6.3,11,70,8,1.15,355
,,,,,
80  x  80 x 3,19,24,1,1.15,355
,,,,,
400  x  400 x 6.3,10,27,16,1.15,355
,,,,,
400  x  400 x 8,38,63,11,1.15,355
,,,,,
300  x  300 x 6,21,86,5,1.15,355
,,,,,
400  x  400 x 8,28,43,13,1.15,355
,,,,,
400  x  400 x 10,8,17,25,1.15,355
,,,,,
300  x  200 x 5,15,8,9,1.15,355
,,,,,
400  x  400 x 8,3,27,18,1.15,355
,,,,,
160  x  160 x  5,24,72,2,1.15,355
,,,,,
300  x  300 x 6,61,91,5,1.15,355
,,,,,
250  x  250 x 6,39,42,6,1.15,355
,,,,,
400  x  400 x 12,15,63,14,1.15,355
,,,,,
250  x  150 x 5,84,25,3,1.15,355
,,,,,
350  x  350 x 6,7,10,19,1.15,355
,,,,,
500  x  300 x 16,69,40,16,1.15,355
,,,,,
500  x  300 x 14.2,91,12,15,1.15,355
,,,,,
500  x  300 x 14.2,26,14,25,1.15,355
,,,,,
250  x  150 x 8,46,22,5,1.15,355
,,,,,
300  x  300 x 6,38,97,5,1.15,355
,,,,,
200  x  150 x 6.3,75,43,3,1.15,355
,,,,,
350  x  150 x 6.3,89,9,5,1.15,355
,,,,,
250  x  250 x 6,28,31,7,1.15,355
,,,,,
250  x  250 x 8,30,48,6,1.15,355
,,,,,
200  x  200 x 8,35,35,5,1.15,355
,,,,,
250  x  250 x 8,48,41,6,1.15,355
,,,,,
400  x  400 x 8,39,35,14,1.15,355
,,,,,
400  x  400 x 8,23,59,12,1.15,355
,,,,,
350  x  350 x 8,5,90,8,1.15,355
,,,,,
120  x  120 x 4,99,1,1,1.15,355
,,,,,
250  x  250 x 6,61,41,5,1.15,355
,,,,,
300  x  300 x 6,46,29,7,1.15,355
,,,,,
400  x  400 x 8,64,70,11,1.15,355
,,,,,
500  x  300 x 12.5,73,1,15,1.15,355
,,,,,
250  x  250 x 8,5,79,5,1.15,355
,,,,,
400  x  400 x 8,26,18,17,1.15,355
,,,,,
400  x  400 x 10,88,86,11,1.15,355
,,,,,
300  x  300 x 6,3,16,12,1.15,355
,,,,,
350  x  150 x 5,20,4,10,1.15,355
,,,,,
400  x  400 x 12,78,61,12,1.15,355
,,,,,
300  x  300 x 6,77,34,6,1.15,355
,,,,,
200  x  100 x 5,100,30,2,1.15,355
,,,,,
400  x  400 x 12,50,47,15,1.15,355
,,,,,
400  x  400 x 8,77,65,10,1.15,355
,,,,,
200  x  200 x 8,5,55,4,1.15,355
,,,,,
400  x  400 x 8,71,42,11,1.15,355
,,,,,
120  x  80 x 4,80,43,1,1.15,355
,,,,,
120  x  120 x 3,49,71,1,1.15,355
,,,,,
140  x  140 x 4,45,10,2,1.15,355
,,,,,
300  x  200 x 5,51,31,5,1.15,355
,,,,,
400  x  400 x 10,40,97,10,1.15,355
,,,,,
400  x  200 x 6.3,79,17,7,1.15,355
,,,,,
250  x  250 x 6,1,19,8,1.15,355
,,,,,
500  x  300 x 10,56,26,15,1.15,355
,,,,,
160  x  160 x 6,93,97,2,1.15,355
,,,,,
500  x  200 x 8,92,7,10,1.15,355
,,,,,
400  x  400 x 10,74,51,11,1.15,355
,,,,,
350  x  150 x 5,25,2,9,1.15,355
